post_id,status,title,url,old_categories,old_tags,old_category_actions,suggested_new_primary_category,suggested_new_subcategory,suggested_new_category_path,action,notes
10538,draft,"AVAX Shows Sell Signs, JELLY Traders Get Relief, But BlockDAG’s Ecosystem Signals a New Crypto Leader",https://theccpress.com/?p=10538,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10310,draft,BDAG Announces TGE Plans! Mixed Signs for Ethereum & Cardano,https://theccpress.com/?p=10310,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10545,draft,"BDAG Keynote 3 Goes Live, Zcash Rebounds, ENA Unlocks",https://theccpress.com/?p=10545,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11013,draft,BDAG Keynote Fuels $212M Presale Surge as Ethereum & XRP Eye Support,https://theccpress.com/?p=11013,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11595,draft,"BDAG Nears $600M Goal, Shibarium Hits 1B & MANTRA Targets $12.85",https://theccpress.com/?p=11595,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10658,draft,BDAG Quickly Gathers $5M in Two Days–Keynote 3 Goes Viral,https://theccpress.com/?p=10658,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10306,draft,"BDAG Unveils Future of Blockchain at Keynote 3, The Graph & Theta Insights",https://theccpress.com/?p=10306,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10431,draft,BDAG vs Cosmos & Algorand: Keynote 3 Shows Why Execution Matters in Layer 1 Blockchain Projects,https://theccpress.com/?p=10431,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10541,draft,"BDAG's Keynote 3 Reveals Huge Success, LINK Eyes $14 & BAND Dips",https://theccpress.com/?p=10541,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
9786,draft,"BDAG’s 400% Bonus Ends Soon, XLM Price Rallies & SHIB Gains",https://theccpress.com/?p=9786,CMC | Sponsored Articles,BlockDAG | Ripple | SHIB | XLM,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11703,draft,BDAG’s Beta Testnet Live Now; More on Bitcoin & MANTRA Price Trends,https://theccpress.com/?p=11703,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10191,draft,"BDAG’s Keynote 3 Marks a Turning Point, While SHIB Holds Ground & LINK Eyes a Climb",https://theccpress.com/?p=10191,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10034,draft,BDAG’s Keynote 3 Unveils New Mining Strategy- Bitcoin & Ethereum Reviewed,https://theccpress.com/?p=10034,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11025,draft,"Best Altcoins to Buy and Hold for Short Term: A Deep Dive into Qubetics, Stellar, and Polygon",https://theccpress.com/?p=11025,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11127,draft,"Best Altcoins to Buy and Hold for Short Term: Qubetics, SEI, and Arbitrum (ARB) 2025 – A Deep Dive",https://theccpress.com/?p=11127,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10177,draft,"Best Altcoins to Buy in March 2025: Qubetics, Chainlink, Kaspa Breakdown",https://theccpress.com/?p=10177,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10322,draft,"Best Altcoins to Buy in March 2025: Qubetics, Story (IP), and Solana",https://theccpress.com/?p=10322,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
27431,draft,"Best Betting Sites 2025: In-Depth Comparison of Spartans, Hard Rock Bet, Stake.com & Betano",https://theccpress.com/?p=27431,CMC | Crypto News,Best Betting Sites,Keep | Reclassify by narrative angle,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11029,draft,"Best Cheap Crypto to Buy Now: Qubetics, ZIGnaly (ZIG), and Mantra Leading the Charge",https://theccpress.com/?p=11029,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11617,draft,"Best Coins to Join Now: Qubetics, Bitcoin, and Filecoin Compared in 2025",https://theccpress.com/?p=11617,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
27622,draft,Best Crypto Casinos for Sports and Slots in 2025 | Top 6 Ranked,https://theccpress.com/?p=27622,CMC | Crypto News,,Keep | Reclassify by narrative angle,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
12126,draft,"Best Crypto Coin to Buy in 2025: Why Web3 ai, Sui, Hedera, & SHIB Are on Analysts’ Radars",https://theccpress.com/?p=12126,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
40806,draft,Best Crypto Coins to Consider: IPO Genie & Zero Knowledge Proof Shows Promise in 2026,https://theccpress.com/?p=40806,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10049,draft,"Best Crypto for Huge Gains: Qubetics, XRP & Gala's Latest Developments",https://theccpress.com/?p=10049,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10312,draft,"Best Crypto Gems to Buy Now: BDAG, FIL, TON, SOL",https://theccpress.com/?p=10312,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
9864,draft,"Best Crypto Presale to Buy for 2025: Qubetics, Binance, and Ethereum Compared",https://theccpress.com/?p=9864,CMC | Sponsored Articles,best crypto presale | Binance | Ethereum | Qubetics,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11728,draft,"Best Crypto Presale to Buy for 2025: Qubetics, Litecoin, and Gala Compared",https://theccpress.com/?p=11728,CMC | Sponsored Articles,Best crypto presale to buy for 2025 | Blockchain gaming NFT | Cross-chain crypto wallets | Cryptocurrency wallet security | Digital silver Litecoin | Gala blockchain gaming | Litecoin speed and security | NFT marketplace for gaming | Non-custodial multi-chain wallet | Qubetics presale,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
30553,draft,"Best Crypto Presales Before Altcoin Season — SEI, Stellar and APT Highlighted for Early Buyers",https://theccpress.com/?p=30553,CMC | Crypto News,,Keep | Reclassify by narrative angle,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10201,draft,"Best Crypto Projects in 2025: BNB, BDAG, TRX & TON",https://theccpress.com/?p=10201,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
9871,draft,"Best Crypto Projects to Dominate in 2025: BDAG, XMR, APT, LTC",https://theccpress.com/?p=9871,CMC | Sponsored Articles,Aptos | best crypto projects to dominate in 2025 | BlockDAG | Litecoin | Monero,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10553,draft,"Best Crypto to Buy for April 2025: Qubetics, Arweave & Terra Classic Price Predictions",https://theccpress.com/?p=10553,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11303,draft,"Best Crypto to Buy for April 2025: Qubetics, Story IP, Algorand – A Deep Dive Into Their Potential",https://theccpress.com/?p=11303,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10924,draft,"Best Crypto to Buy in 2025: Qubetics, Terra Classic, Near Protocol - A Complete Comparison",https://theccpress.com/?p=10924,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
32396,draft,"Best Crypto to Buy in Q4: Ethereum, ADA and MAGACOIN FINANCE Flagged as High-Risk, High-Reward Plays",https://theccpress.com/?p=32396,CMC | Crypto News,,Keep | Reclassify by narrative angle,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
29841,draft,Best Crypto to Buy Now 2025 — Bitcoin Recovers From $112K Fear Zone as MAGACOIN FINANCE Surges Past $12.8M,https://theccpress.com/?p=29841,CMC | Crypto News,,Keep | Reclassify by narrative angle,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11015,draft,"Best Crypto to Buy This Year: BlockDAG, Tron, Chainlink & Pepe on the Rise",https://theccpress.com/?p=11015,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11206,draft,"Best Crypto to Invest in April 2025: Qubetics, Arbitrum (ARB), and Polkadot Compared",https://theccpress.com/?p=11206,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11447,draft,"Best Crypto to Invest in April 2025: Qubetics, EOS (Vaulta), and Aptos Updates",https://theccpress.com/?p=11447,CMC | Sponsored Articles,Aptos token unlock April 2025 | Best Crypto to Invest in April 2025 | Crypto presale | Decentralized VPN for blockchain | multi-chain crypto wallet | Qubetics $TICS token utility | Qubetics presale April 2025 | top crypto for developers 2025 | Vaulta EOS rebrand | Web3 banking crypto 2025,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10318,draft,Best Crypto Under a Penny: Qubetics vs. Tezos vs. ZIGnaly – Which One Reigns Supreme?,https://theccpress.com/?p=10318,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11818,draft,"Best Cryptos for Beginners in 2025: Qubetics, XRP, Injective",https://theccpress.com/?p=11818,CMC | Sponsored Articles,$TICS token ROI | best crypto presale | best cryptos for beginners | Decentralized VPN crypto | Qubetics presale,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11516,draft,"Best Cryptos for Beginners: Qubetics, XRP, and Injective Stand Out in 2025",https://theccpress.com/?p=11516,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
9821,draft,"Best Cryptos for Passive Income: Qubetics, XRP & Binance Latest Updates",https://theccpress.com/?p=9821,CMC | Sponsored Articles,best altcoins for 2025 | Best cryptos for passive income | Binance new features | Binance passive income | crypto presale 2025 | QubeQode IDE | Qubetics blockchain | Qubetics presale | XRP ETF approval | XRP news today,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
9802,draft,"Best Cryptos to Buy Now: Qubetics, Stellar, and Tezos Compared for 2025",https://theccpress.com/?p=9802,CMC | Sponsored Articles,QubeQode | stellar | Tezos | USDC,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10555,draft,Best Cryptos to Buy This Week for Exponential Returns: Qubetics Presale Surges as Celestia and SEI See Major Gains,https://theccpress.com/?p=10555,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11893,draft,"Best Cryptos to Buy Today While Prices Are Low: WEB3AI, ETH, DOGE & More",https://theccpress.com/?p=11893,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11125,draft,Best Cryptos to Invest in for Long Term: Qubetics’ $15.8M Presale Soars While Arweave and Ethereum Lead the Future of Blockchain,https://theccpress.com/?p=11125,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11921,draft,"Best Cryptos to Join for Long Term: Qubetics, Cosmos, and Hedera – Latest Updates & Predictions",https://theccpress.com/?p=11921,CMC | Sponsored Articles,Blockchain cross-border transactions | Cosmos IBC protocol | Cosmos interoperability | Decentralized finance solutions | Enterprise blockchain solutions | Hedera Hashgraph | Hedera HBAR token | Qubetics multi-chain wallet | Qubetics presale,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11724,draft,"Best Cryptos to Join for Short Term Profits – Qubetics Presale Gains Heat, Near Protocol and Avalanche Thrive",https://theccpress.com/?p=11724,CMC | Sponsored Articles,Avalanche crypto network | best cryptos to join for short term profits | cross-border crypto solutions | Near Protocol blockchain | Qubetics presale ROI,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10205,draft,"Best Cryptos to Watch in 2025: Qubetics, Story (IP), and XRP - Unlocking Blockchain Potential for the Future",https://theccpress.com/?p=10205,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10559,draft,Best Cryptos With 1000X Potential—Qubetics Crosses $15.5M While Algorand and ASIA Disrupt the Industry!,https://theccpress.com/?p=10559,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10645,draft,Best Meme Coin Crypto Presale to Buy Now in 2025 – Why Dragoin Could 100x,https://theccpress.com/?p=10645,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
12141,draft,"Best Meme Coins for Exponential Returns in 2025 – Arctic Pablo, Book of Meme & Turbo",https://theccpress.com/?p=12141,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
9750,draft,Best Meme Coins to Buy in Q2 2025: 4 Explosive Projects Gearing Up for Big Moves,https://theccpress.com/?p=9750,CMC | Sponsored Articles,Best Meme Coins to Buy in Q2 2025,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10902,draft,Best Mene Coins Right Now – Dragoin Gains as Mania Reignites,https://theccpress.com/?p=10902,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11115,draft,"Best Performing Cryptos: BlockDAG, Avalanche, DOT, Near",https://theccpress.com/?p=11115,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
30387,draft,"Best Presale Picks for 2025 — MAGACOIN FINANCE, LINK & Bitcoin Gain Institutional Interest",https://theccpress.com/?p=30387,CMC | Crypto News,,Keep | Reclassify by narrative angle,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
31879,draft,Bet Like a Whale Now: Spartans 10% CASHRAKE™ Offers Zero-Risk Crypto Rewards,https://theccpress.com/?p=31879,CMC | Crypto News,,Keep | Reclassify by narrative angle,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
27433,draft,"Bet365, Stake.com, & Spartans: What Stake.com Regulation Reveals About Crypto Betting’s Future",https://theccpress.com/?p=27433,CMC | Crypto News,,Keep | Reclassify by narrative angle,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
31770,draft,"Betano App Updates and BetMGM NFL Promos Fail While Spartans Dominates with One Login, 5,963 Games",https://theccpress.com/?p=31770,CMC | Crypto News,,Keep | Reclassify by narrative angle,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
31601,draft,Biggest Crypto Casino Giveaway 2025 | Spartans vs Chumba vs LuckyLand,https://theccpress.com/?p=31601,CMC | Crypto News,,Keep | Reclassify by narrative angle,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
9816,draft,"Bitcoin Bull Token, Meme Index, or Dragoin: Which Crypto Gives You More Than Just a Wallet Balance?",https://theccpress.com/?p=9816,CMC | Sponsored Articles,Bitcoin Bull Token | Dragoin | Meme Index',Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
9658,draft,"Bitcoin Bull Token, Meme Index, or Dragoin? One of These Isn't Just Another Hold-and-Wait Coin",https://theccpress.com/?p=9658,CMC | Sponsored Articles,Bitcoin Bull Token | Dragoin | Meme Index',Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10187,draft,BlockDAG Beta Testnet Goes Live — $60K in Rewards & Mainnet Readiness,https://theccpress.com/?p=10187,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10410,draft,BlockDAG Beta Testnet Live Now; XRP Struggles & Solana Targets Big,https://theccpress.com/?p=10410,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10543,draft,BlockDAG Beta Testnet Shows Real Progress While SOL & ADA Focus on Market Hype,https://theccpress.com/?p=10543,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10793,draft,BlockDAG Beta Testnet vs ADA & LINK: Who’s Really Delivering in 2025?,https://theccpress.com/?p=10793,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10197,draft,BlockDAG Beta Testnet: Real BDAG Rewards vs. Dogecoin & Stellar Strategies,https://theccpress.com/?p=10197,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
9460,draft,BlockDAG Bolsters Trust with Industry-Leading Security Audits— SEI Token Jumps 7.5% & XRP Price Climbs,https://theccpress.com/?p=9460,CMC | Sponsored Articles,BlockDAG | SEI | XRP,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10789,draft,BlockDAG Grows Fast While HYPE Falls & TAO Gains Strength,https://theccpress.com/?p=10789,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11441,draft,"BlockDAG Hits $213M Mark, ADA Slides & DOGE Nears Breakout",https://theccpress.com/?p=11441,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11799,draft,"BlockDAG Hits $214M, ADA Gains Global Traction & Toncoin Rises",https://theccpress.com/?p=11799,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11712,draft,BlockDAG Keynote 3 Ignites Shift Among Developers,https://theccpress.com/?p=11712,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10656,draft,"BlockDAG Keynote 3 Trends: $210M Raised, 10 CEX Debuts Fuel $1 BDAG Race",https://theccpress.com/?p=10656,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10041,draft,BlockDAG Keynote 3: $208M Blockchain Reveals Full Security Stack Before 2025 Mainnet Launch,https://theccpress.com/?p=10041,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
10032,draft,"BlockDAG Keynote 3: Boosting Web3 Innovation with Launchpad, Grants, and Hackathons",https://theccpress.com/?p=10032,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
11601,draft,BlockDAG Keynote 3: Halborn & CertiK Validate Security | HYPE vs XLM Breakdown,https://theccpress.com/?p=11601,CMC | Sponsored Articles,,Keep,cmc,,/cmc,Keep,Kept as separate commercial/distribution category
