post_id,status,title,url,old_categories,old_tags,old_category_actions,suggested_new_primary_category,suggested_new_subcategory,suggested_new_category_path,action,notes,manual_review_reasons
23485,publish,"Coinbase Pushes AI Agents to Use Crypto Payments, Pursues Stablecoin Deal With Cloudflare",https://coinlineup.com/coinbase-ai-agents-crypto-payments-cloudflare-stablecoin/,exchanges,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23875,publish,Coinbase Users Revolt Over Prediction Markets Push; CEO Brian Armstrong Calls It a Bug,https://coinlineup.com/coinbase-prediction-markets-backlash-ceo-bug-apology/,exchanges,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
13052,publish,Cyber Revolution Summit 2025 – Kuwait: Harnessing Innovation for a Safer Cyber Future,https://coinlineup.com/cyber-revolution-summit-2025-kuwait-harnessing-innovation-for-a-safer-cyber-future/,Blockchain Event,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
22471,publish,Digital euro faces €1.3B build as banks eye €4–6B costs,https://coinlineup.com/digital-euro-faces-e1-3b-build-as-banks-eye-e4-6b-costs/,bank,tecnology,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
19186,publish,Ex-FTX US President Secures $35M for New Crypto Exchange,https://coinlineup.com/ex-ftx-us-president-35m-crypto-exchange/,exchanges,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
21227,publish,Fintech Revolution Summit –Philippines 2026,https://coinlineup.com/fintech-revolution-summit-philippines-2026/,Blockchain Event,tecnology,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
17493,publish,FSA Supports Japan's Major Banks in New Stablecoin Initiative,https://coinlineup.com/fsa-supports-japan-banks-stablecoin-project/,bank,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
22133,publish,GITEX AI ASIA 2026 Returns to Singapore on 9–10 April,https://coinlineup.com/gitex-ai-asia-2026-returns-to-singapore-on-9-10-april/,Blockchain Event,tecnology,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
18701,publish,GovXcellence Philippines 2026: Digitize. Modernize. Lead: Advancing Governance Excellence for a Smarter Nation,https://coinlineup.com/govxcellence-philippines-2026-digitize-modernize-lead-advancing-governance-excellence-for-a-smarter-nation/,Blockchain Event,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
11337,publish,Hong Kong Begins Accepting Stablecoin Issuer Applications,https://coinlineup.com/hong-kong-stablecoin-issuer-applications/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23546,publish,Hong Kong Brokerage Account Limits Draw Controversy as Industry Pushes for Tailored Virtual Asset Rules,https://coinlineup.com/hong-kong-virtual-asset-brokerage-account-limits-regulation/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
11777,publish,Hong Kong Digital Asset Sector Poised for Growth,https://coinlineup.com/hong-kong-digital-asset-growth/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23880,publish,Hong Kong Legislators Launch HK-Korea Web3 Policy Alliance for AI and Stablecoin Rules,https://coinlineup.com/hong-kong-korea-web3-policy-promotion-alliance/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
11680,publish,Hong Kong Limits First Stablecoin Licenses to Four,https://coinlineup.com/hong-kong-stablecoin-licenses-limited/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
22218,publish,Hong Kong SFC Introduces New Virtual Asset Regulations,https://coinlineup.com/hong-kong-sfc-virtual-asset-regulations/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
18045,publish,Hong Kong SFC Reappoints Julia Leung as CEO for Two Years,https://coinlineup.com/hong-kong-sfc-reappoints-julia-leung-ceo/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
11606,publish,Hong Kong Stablecoin Market Adjusts Under New Licensing Rules,https://coinlineup.com/hong-kong-stablecoin-licensing-rules-2025/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
8217,publish,Hong Kong Stablecoin Regulation Accelerates Amid Market Rise,https://coinlineup.com/hong-kong-stablecoin-regulation-market-rise/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
15164,publish,Hong Kong to Approve First HKD Stablecoin Licenses by 2026,https://coinlineup.com/hong-kong-hkd-stablecoin-licenses-2026/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
21467,publish,HTX Exchange Lists New Tether Stablecoin USAT,https://coinlineup.com/htx-exchange-lists-usat-stablecoin-trading/,exchanges,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
16157,publish,Japan's FSA Considers Banks Holding and Trading Bitcoin,https://coinlineup.com/japan-fsa-bitcoin-banking-reform/,bank,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
21966,publish,Liberty Crypto Exchange Launches in Europe Amid Regulatory Approval,https://coinlineup.com/liberty-crypto-exchange-europe-launch-regulatory/,exchanges,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
15685,publish,Major Banks Show Interest in Joint Stablecoin Project,https://coinlineup.com/global-banks-stablecoin-project-interest/,bank,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23956,publish,Malta Opposes ESMA Push for EU Crypto Oversight,https://coinlineup.com/malta-esma-eu-crypto-oversight/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
18907,publish,Nubank Aims to Acquire Smaller Banks to Retain Branding,https://coinlineup.com/nubank-acquires-smaller-banks-brazil/,bank,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23382,publish,"NZCryptoCon Launches as New Zealand’s Largest Crypto & Web3 Event, with Swyftx Named as Official Naming Rights Partner",https://coinlineup.com/nzcryptocon-launches-as-new-zealands-largest-crypto-web3-event-with-swyftx-named-as-official-naming-rights-partner/,Blockchain Event,tecnology,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23399,publish,Ondo Tokenized Shares Now Listed on Bitget Spot Trading,https://coinlineup.com/ondo-tokenized-shares-bitget-spot-trading/,exchanges,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
22032,publish,OSL Global Launches StableHub for Seamless Stablecoin Exchange,https://coinlineup.com/osl-global-introduces-stablehub-stablecoin-exchange/,exchanges,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23652,publish,Polymarket Tightens Insider Trading and Manipulation Bans With New Ethics Rules,https://coinlineup.com/polymarket-new-market-ethics-rules-insider-trading-ban/,exchanges,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
14163,publish,SEC and CFTC Consider Perpetual Contracts in U.S. Markets,https://coinlineup.com/sec-cftc-perpetual-contracts-us/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23438,publish,SEC and CFTC Crypto Guidelines Clarify Most Digital Assets Are Not Securities,https://coinlineup.com/sec-cftc-crypto-guidelines-most-digital-assets-not-securities/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23579,publish,SEC and CFTC Joint Crypto Regulation Guidance Takes Effect Monday,https://coinlineup.com/sec-cftc-joint-crypto-regulation-guidance-effect/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23522,publish,SEC Defines Crypto Securities and Atkins Unveils Regulatory Framework: March 19-20 Crypto News,https://coinlineup.com/sec-crypto-asset-securities-definition-atkins-march-2026/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23510,publish,Senate Republicans Hold Closed-Door Meeting on Cryptocurrency Yield Regulation,https://coinlineup.com/senate-republicans-cryptocurrency-yield-regulation-meeting/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
15317,publish,"Strategy Inc. Amasses 640,031 BTC, Surpasses Major Banks",https://coinlineup.com/strategy-bitcoin-holdings-surpass-barclays/,bank,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
18571,publish,Tether's Gold Purchase Surpasses Central Banks' Q3 2025,https://coinlineup.com/tether-gold-purchase-q3-2025/,bank,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
11852,publish,The Digital Revolution Summit 2025,https://coinlineup.com/the-digital-revolution-summit-2025/,Blockchain Event,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23071,publish,Tokenized stocks face SEC guardrails as Nasdaq outlines path,https://coinlineup.com/tokenized-stocks-face-sec-guardrails-as-nasdaq-outlines-path/,Regulation,tecnology,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23197,publish,U.S. Senate Passes Bill Banning Fed CBDC Issuance Until 2030,https://coinlineup.com/u-s-senate-passes-bill-banning-fed-cbdc-issuance-until-2030/,Regulation,tecnology,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
22733,publish,UAE Institutional Leaders Gather in Abu Dhabi as Digital Asset Strategy Accelerates Across the Gulf,https://coinlineup.com/uae-institutional-leaders-gather-in-abu-dhabi-as-digital-asset-strategy-accelerates-across-the-gulf/,Blockchain Event,tecnology,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
21402,publish,Unidentified Whales Withdraw $14.33M in Gold Tokens from Exchanges,https://coinlineup.com/whales-withdraw-gold-tokens-exchanges/,exchanges,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23814,publish,US Lawmakers Propose Stablecoin Tax Exemption for Small Crypto Transactions,https://coinlineup.com/us-crypto-tax-bill-stablecoin-exemption/,Regulation,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23507,publish,US Regulators Ease Capital Requirements for Large Banks: What It Means for Crypto,https://coinlineup.com/us-regulators-ease-capital-requirements-large-banks/,bank,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
18959,publish,"Whale Exchanges 502.8 BTC for 14,500 ETH in 20 Hours",https://coinlineup.com/whale-btc-exchange-eth-thorchain/,exchanges,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
10147,publish,Yusys Technologies Seeks System Upgrades with Hong Kong Banks,https://coinlineup.com/yusys-system-upgrades-hong-kong-banks/,bank,,Reclassify,news,bitcoin,/news/bitcoin,Manual review,Broad fallback; review manually,fallback-rule | manual-review-rule
23600,publish,"$3 Billion in Bitcoin Long Positions Face Liquidation Risk Below $65,000",https://coinlineup.com/bitcoin-long-positions-liquidation-risk-65000/,Bitcoin,,Reclassify,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
3889,publish,$TRUMP Token Soars After Trump Dinner Announcement,https://coinlineup.com/trump-token-dinner-announcement-price-surge/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
14012,publish,$WLFI Token Launch Boosts Trump Family Wealth Amid Plunge,https://coinlineup.com/wlfi-token-launch-trump-family-wealth/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
11742,publish,"1,000 BTC Transferred from Coinbase to Unknown Wallet",https://coinlineup.com/coinbase-institutional-btc-transfer-wallet/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
5549,publish,100 Million USDT Transferred from Tether Treasury to Bitfinex,https://coinlineup.com/usdt-transfer-tether-treasury-bitfinex-2025/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
11205,publish,"10x Research Suggests Bitcoin May Reach $122,000",https://coinlineup.com/bitcoin-forecast-122000-10x-research/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
6111,publish,14 US States Invest $632 Million in Bitcoin-Linked Shares,https://coinlineup.com/us-states-invest-632m-bitcoin-shares/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
11088,publish,"17,000 BTC Flow from CEXs Sparks Market Interest",https://coinlineup.com/btc-outflow-17000-from-cex/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
3759,publish,"21Shares Forecasts Bitcoin Surge to $139,000",https://coinlineup.com/21shares-bitcoin-price-surge-prediction-2025/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
11652,publish,"41,000 BTC Withdrawn from Centralized Exchanges Amid Investor Moves",https://coinlineup.com/btc-outsourcing-centralized-exchanges-week/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
8679,publish,"67,800 BTC Exits Centralized Crypto Exchanges",https://coinlineup.com/bitcoin-outflow-centralized-exchanges/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
9092,publish,"8,346 BTC Exit Major Exchanges Amid Market Uncertainty",https://coinlineup.com/btc-exodus-exchanges-market-volatility/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
11119,publish,"80,000 BTC from 2011 MyBitcoin Hack Transferred, Sold",https://coinlineup.com/mybitcoin-hack-btc-transfer-sale/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
15379,publish,"A Trader's $3,060 Investment Yields $2 Million Profit",https://coinlineup.com/traders-smart-investment-binance-2-million-profit/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
5103,publish,A Whale Trader Injects $3.2M USDC into HyperLiquid,https://coinlineup.com/whale-usdc-short-hyperliquid-hype/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
12095,publish,Aave Approaches Key Support; Bullish Structure Remains,https://coinlineup.com/aave-key-support-bullish-structure/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
9730,publish,Aave Maintains Bullish Momentum Amid Market Corrections,https://coinlineup.com/aave-maintains-bullish-momentum-amid-market-corrections/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
3761,publish,Abraxas Capital Acquires $250M in Bitcoin Holdings,https://coinlineup.com/abraxas-capital-bitcoin-acquisition/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
6041,publish,Abu Dhabi Fund Expands Bitcoin Holdings with IBIT,https://coinlineup.com/mubadala-bitcoin-exposure-wisconsin-exits/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
18281,publish,Adam Back Discusses Bitcoin's Long-Term Quantum Security,https://coinlineup.com/adam-back-quantum-safety-window-for-bitcoin/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
5515,publish,"Address Trades RATO, Reaches 670x Profit From $200",https://coinlineup.com/rato-trade-yields-670x-profit/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
6836,publish,Aethir Foundation Initiates Checker Node Buyback Program,https://coinlineup.com/aethir-checker-node-buyback-launch/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
20462,publish,"AI Boosts Copper's Market, Crypto Traders Overlook Risks",https://coinlineup.com/copper-ai-market-impact-on-crypto/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
13612,publish,Algorand Partners with XBTO for Market Making Operations,https://coinlineup.com/algorand-xbto-market-making-partnership/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
18476,publish,Alleged Fed Chair Interview Statement Lacks Verification,https://coinlineup.com/federal-reserve-chair-interview-rumors/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
10936,publish,Altcoin Leverage Surges to Record $44 Billion,https://coinlineup.com/altcoin-leverage-record-44-billion/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
19007,publish,"American Bitcoin Corp Surpasses 5,000 Bitcoin Holdings Mark",https://coinlineup.com/american-bitcoin-btc-holdings-exceeds-5000/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
21860,publish,Analyst Predicts Bitcoin's Final Major Dip at $75K–$80K,https://coinlineup.com/bitcoin-final-major-dip-cycle-analysis/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
19569,publish,Analyst Willy Woo Expresses Bitcoin Optimism for Early 2024,https://coinlineup.com/bitcoin-analyst-optimism-2024-cautious-2026/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
10239,publish,"Andreessen Horowitz Transfers 400,000 COMP Tokens to Coinbase",https://coinlineup.com/andreessen-horowitz-comp-coinbase-transfer/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
7217,publish,Anonymous Trader's Major BTC Short Position Exposed,https://coinlineup.com/bitcoin-short-hyperliquid-risk-impact/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
17598,publish,Anonymous Wallet Deposits $6.27M in USDC for ZEC Long,https://coinlineup.com/zcash-long-position-anonymous-wallet/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
8976,publish,Anthony Pompliano Eyes Leadership in $750M Bitcoin Fund,https://coinlineup.com/anthony-pompliano-leads-bitcoin-fund/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
4821,publish,Anysphere Secures $900 Million Funding; FTX Shares Sold Cheap,https://coinlineup.com/anysphere-900m-funding-ftx-share-sale/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
7002,publish,Aptos Price Could Rally From Key Support Level,https://coinlineup.com/aptos-price-rally-key-support-level/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
15426,publish,"Aptos, Linea Lead Next Week's $200M Token Unlock",https://coinlineup.com/aptos-linea-token-unlock-highlights/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
11910,publish,Aptos-CEX Testnet Unveiled by Decibel for Fast On-Chain Trading,https://coinlineup.com/aptos-decibel-testnet-on-chain-trading/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
17976,publish,Arbitrum Falls 8.67% Ahead of Token Unlock,https://coinlineup.com/arbitrum-token-unlock-market-impact/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
5791,publish,Arbitrum Inflows Surge While Solana Faces Outflows,https://coinlineup.com/arbitrum-inflows-solana-outflows-market-shifts/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
6644,publish,Argentine President Dissolves Cryptocurrency Investigative Unit,https://coinlineup.com/milei-dissolves-libra-task-force/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
5109,publish,Arizona Approves Strategic Reserve for Bitcoin Holdings,https://coinlineup.com/arizona-strategic-bitcoin-reserve/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
5093,publish,Arizona Enacts Law on Unclaimed Digital Asset Management,https://coinlineup.com/arizona-digital-assets-law-bitcoin-fund/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
22185,publish,Ark Invest Increases Bullish Holdings by $1.83 Million,https://coinlineup.com/ark-invest-bullish-stock-increase/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
6247,publish,ARK Invest Modifies Coinbase and Bitcoin ETF Holdings,https://coinlineup.com/ark-invest-coinbase-bitcoin-etf-strategy/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
16000,publish,Arthur Hayes Seeks $250M for Crypto Equity Fund,https://coinlineup.com/arthur-hayes-crypto-fund-raise/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
14506,publish,Arthur Hayes Urges Bitcoin Patience Amid Market Gains,https://coinlineup.com/arthur-hayes-bitcoin-patience-market-highs/,Crypto,,Delete broad duplicate category,markets,bitcoin,/markets/bitcoin,Reclassify,Bitcoin or broad crypto market analysis,high-risk-target:/markets/bitcoin
